colour	showSelectedlegendcolour	showSelected2	x	xend	y	yend
#00BFC4	yes	0	-0.243778376682442	5.11934591033127	7.06312606162748	7.06312606162748
#00BFC4	yes	1	-0.243778376682442	5.11934591033127	1.9437801512962	7.30690443830992
#F8766D	no	2	-0.243778376682442	5.11934591033127	1.59061302948594	12.3168616035134
#00BFC4	yes	3	-0.243778376682442	5.11934591033127	0.363939688594563	16.4533125496357
#F8766D	no	4	-0.243778376682442	3.89284390908439	0.0330405177623482	16.5795296608297
#00BFC4	yes	5	-0.243778376682442	3.16735524610751	-0.476138453120071	16.5795296608297
#F8766D	no	6	-0.240855674760471	2.65398283744788	-0.78950141242046	16.5795296608297
#F8766D	no	7	-0.19336556725978	2.28792458606167	-0.78950141242046	16.5795296608297
#00BFC4	yes	8	-0.14774098144708	2.02338790270919	-0.78950141242046	16.5795296608297
#F8766D	no	9	-0.125657942287403	1.80423439918483	-0.78950141242046	16.5795296608297
#00BFC4	yes	10	-0.103521686481552	1.63338142084346	-0.78950141242046	16.5795296608297
#00BFC4	yes	11	-0.0897778817211736	1.48922494311975	-0.78950141242046	16.5795296608297
#00BFC4	yes	12	-0.079389275040113	1.36802998106406	-0.78950141242046	16.5795296608297
#00BFC4	yes	13	-0.0721312174539071	1.26394809587303	-0.78950141242046	16.5795296608297
#00BFC4	yes	14	-0.066132611434798	1.17451246522593	-0.78950141242046	16.5795296608297
#F8766D	no	15	-0.061118909649588	1.09681649523375	-0.78950141242046	16.5795296608297
#F8766D	no	16	-0.0564785979202172	1.02908584415792	-0.78950141242046	16.5795296608297
#F8766D	no	17	-0.0524593117594032	0.969248398431781	-0.78950141242046	16.5795296608297
#00BFC4	yes	18	-0.0489030353913379	0.91604313534478	-0.78950141242046	16.5795296608297
#00BFC4	yes	19	-0.0459059032328342	0.868253626938225	-0.78950141242046	16.5795296608297
#00BFC4	yes	20	-0.0432369316312444	0.825214622031262	-0.78950141242046	16.5795296608297
#00BFC4	yes	21	-0.0408276034140343	0.786269114359781	-0.78950141242046	16.5795296608297
#00BFC4	yes	22	-0.038642363759935	0.750859048660525	-0.78950141242046	16.5795296608297
#F8766D	no	23	-0.03672925343405	0.718446010620303	-0.78950141242046	16.5795296608297
#F8766D	no	24	-0.0348943002713744	0.688815327780714	-0.78950141242046	16.5795296608297
#00BFC4	yes	25	-0.0332086215014734	0.661552621428532	-0.78950141242046	16.5795296608297
#00BFC4	yes	26	-0.0317252447615928	0.636314411901874	-0.78950141242046	16.5795296608297
#00BFC4	yes	27	-0.0303740837375273	0.612923363419885	-0.78950141242046	16.5795296608297
#00BFC4	yes	28	-0.029142170832945	0.591180367497417	-0.78950141242046	16.5795296608297
#00BFC4	yes	29	-0.0280133565848905	0.570918749389252	-0.78950141242046	16.5795296608297
#00BFC4	yes	30	-0.0269801971727197	0.551987505268951	-0.78950141242046	16.5795296608297
#00BFC4	yes	31	-0.0260171987483978	0.534274126195155	-0.78950141242046	16.5795296608297
#00BFC4	yes	32	-0.0251303105981389	0.517651910440927	-0.78950141242046	16.5795296608297
#00BFC4	yes	33	-0.024299754478533	0.50203452046844	-0.78950141242046	16.5795296608297
#F8766D	no	34	-0.0235366446897929	0.487317210405799	-0.78950141242046	16.5795296608297
#00BFC4	yes	35	-0.0228162288730105	0.473441801791279	-0.78950141242046	16.5795296608297
#F8766D	no	36	-0.0221367231171316	0.460336362250928	-0.78950141242046	16.5795296608297
#00BFC4	yes	37	-0.0214935441192065	0.447939728130797	-0.78950141242046	16.5795296608297
#00BFC4	yes	38	-0.0208854559341957	0.436194309151334	-0.78950141242046	16.5795296608297
#00BFC4	yes	39	-0.0203163834651906	0.425043387643787	-0.78950141242046	16.5795296608297
#00BFC4	yes	40	-0.0197850602815807	0.414440716549672	-0.78950141242046	16.5795296608297
#00BFC4	yes	41	-0.019281672090867	0.404353232134746	-0.78950141242046	16.5795296608297
#00BFC4	yes	42	-0.0188105489512752	0.394737809935633	-0.78950141242046	16.5795296608297
#00BFC4	yes	43	-0.0183625693137997	0.385568385878064	-0.78950141242046	16.5795296608297
#00BFC4	yes	44	-0.0179443255484284	0.376806380661802	-0.78950141242046	16.5795296608297
#00BFC4	yes	45	-0.017544771867118	0.368433696427329	-0.78950141242046	16.5795296608297
#00BFC4	yes	46	-0.0171630741830535	0.360424557844123	-0.78950141242046	16.5795296608297
