xintercept	showSelected2
38.0979235	1
35.4335795	2
38.0979235	2
22.496679	3
23.340797	3
38.0979235	3
22.496679	4
23.340797	4
38.0979235	4
42.469559	4
22.496679	5
23.340797	5
34.7564995	5
34.802363	5
38.0979235	5
22.496679	6
23.340797	6
34.7564995	6
34.802363	6
38.0979235	6
42.469559	6
22.496679	7
23.340797	7
34.7564995	7
34.802363	7
38.0979235	7
42.469559	7
45.249441	7
22.496679	8
23.340797	8
34.7564995	8
34.802363	8
38.0979235	8
42.469559	8
45.249441	8
46.460017	8
22.496679	9
23.340797	9
33.1385855	9
34.7564995	9
34.802363	9
38.0979235	9
42.469559	9
45.249441	9
46.460017	9
22.496679	10
23.340797	10
32.667198	10
33.1385855	10
34.7564995	10
34.802363	10
38.0979235	10
42.469559	10
45.249441	10
46.460017	10
22.496679	11
23.340797	11
32.667198	11
33.1385855	11
34.7564995	11
34.802363	11
38.0979235	11
39.0632695	11
42.469559	11
45.249441	11
46.460017	11
22.496679	12
23.340797	12
32.667198	12
33.1385855	12
34.715689	12
34.7564995	12
34.802363	12
38.0979235	12
39.0632695	12
42.469559	12
45.249441	12
46.460017	12
22.496679	13
23.340797	13
32.667198	13
33.1385855	13
34.715689	13
34.7564995	13
34.802363	13
37.5847545	13
38.0979235	13
39.0632695	13
42.469559	13
45.249441	13
46.460017	13
22.496679	14
23.340797	14
32.667198	14
33.1385855	14
34.715689	14
34.7564995	14
34.802363	14
37.5847545	14
38.0979235	14
39.0632695	14
40.2407845	14
42.469559	14
45.249441	14
46.460017	14
22.496679	15
23.340797	15
31.8102055	15
32.667198	15
33.1385855	15
34.715689	15
34.7564995	15
34.802363	15
37.5847545	15
38.0979235	15
39.0632695	15
40.2407845	15
42.469559	15
45.249441	15
46.460017	15
22.496679	16
23.340797	16
25.569288	16
27.870547	16
28.392149	16
32.667198	16
33.1385855	16
34.715689	16
34.7564995	16
34.802363	16
37.5847545	16
38.0979235	16
39.0632695	16
42.469559	16
45.249441	16
46.460017	16
22.496679	17
23.340797	17
25.569288	17
27.870547	17
28.392149	17
32.667198	17
33.1385855	17
34.715689	17
34.7564995	17
34.802363	17
37.5847545	17
38.0979235	17
39.0632695	17
40.2407845	17
42.469559	17
45.249441	17
46.460017	17
22.496679	18
23.340797	18
25.569288	18
27.870547	18
28.392149	18
29.691861	18
32.667198	18
33.1385855	18
34.715689	18
34.7564995	18
34.802363	18
37.5847545	18
38.0979235	18
39.0632695	18
40.2407845	18
42.469559	18
45.249441	18
46.460017	18
22.496679	19
23.340797	19
25.569288	19
27.870547	19
28.392149	19
29.691861	19
32.667198	19
33.1385855	19
34.477068	19
34.715689	19
34.7564995	19
34.802363	19
37.5847545	19
38.0979235	19
39.0632695	19
40.2407845	19
42.469559	19
45.249441	19
46.460017	19
22.496679	20
23.340797	20
25.569288	20
27.870547	20
28.392149	20
29.691861	20
32.667198	20
33.1385855	20
34.10493	20
34.477068	20
34.715689	20
34.7564995	20
34.802363	20
37.5847545	20
38.0979235	20
39.0632695	20
40.2407845	20
42.469559	20
45.249441	20
46.460017	20
22.496679	21
23.340797	21
25.569288	21
27.870547	21
28.392149	21
29.691861	21
32.667198	21
33.1385855	21
34.10493	21
34.477068	21
34.715689	21
34.7564995	21
34.802363	21
35.4335795	21
37.5847545	21
38.0979235	21
39.0632695	21
40.2407845	21
42.469559	21
45.249441	21
46.460017	21
22.496679	22
23.340797	22
25.569288	22
27.870547	22
28.392149	22
29.691861	22
32.667198	22
33.1385855	22
34.10493	22
34.477068	22
34.715689	22
34.7564995	22
34.802363	22
35.4335795	22
36.860689	22
37.5847545	22
38.0979235	22
39.0632695	22
40.2407845	22
42.469559	22
45.249441	22
46.460017	22
22.496679	23
23.340797	23
25.569288	23
27.870547	23
28.392149	23
29.691861	23
31.8102055	23
32.667198	23
33.1385855	23
34.10493	23
34.477068	23
34.715689	23
34.7564995	23
34.802363	23
35.4335795	23
36.860689	23
37.5847545	23
38.0979235	23
39.0632695	23
40.2407845	23
42.469559	23
45.249441	23
46.460017	23
15.8234365	24
16.1109935	24
18.7252405	24
22.496679	24
23.340797	24
25.569288	24
27.870547	24
28.392149	24
29.691861	24
32.667198	24
33.1385855	24
34.10493	24
34.477068	24
34.715689	24
34.7564995	24
34.802363	24
35.4335795	24
37.5847545	24
38.0979235	24
39.0632695	24
40.2407845	24
42.469559	24
45.249441	24
