colour	showSelectedlegendcolour	x	xend	y	yend
#00BFC4	yes	-0.243778376682442	5.11934591033127	0.563975305048356	0.563975305048356
#00BFC4	yes	-0.243778376682442	5.11934591033127	0.211841307944524	5.57496559495824
#00BFC4	yes	-0.243778376682442	5.11934591033127	-0.089024752344417	10.637223821683
#F8766D	no	-0.243778376682442	5.11934591033127	-0.373038100018325	15.7163347610228
#00BFC4	yes	-0.243778376682442	4.07130727409367	-0.680812942274772	16.5795296608297
#F8766D	no	-0.208713401176798	3.26509281347323	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.164070669158811	2.73076784304954	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.134884149137343	2.3464060041841	-0.78950141242046	16.5795296608297
#F8766D	no	-0.115986592559856	2.05514229159641	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.100909613990244	1.82898272748199	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0894866009599816	1.64741650636503	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0801916165593249	1.4988112082816	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0730088552695799	1.3744104008346	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0664674619848696	1.26961185134206	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0613737547095866	1.17927132195114	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0567227494195524	1.10121265546379	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.052575111849059	1.03298933022907	-0.78950141242046	16.5795296608297
#F8766D	no	-0.049158436310775	0.972549273880409	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0458918869763796	0.919054283759738	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0431368490954397	0.87102268107562	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0407545349505593	0.827697018711947	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0386275450906831	0.788469172683132	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0367091106794317	0.752792301741029	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0349774020937181	0.720197861960635	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0334107708919767	0.690298857160112	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0320109367480721	0.662750306181933	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0306789104597587	0.637360746203708	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0294968508543524	0.61380059630306	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0283714184203257	0.591951119910036	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0273564924568426	0.5715756135173	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0264173155424683	0.552550386899203	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0255389073344973	0.534752417609055	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0247172749279686	0.518064946111098	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0239505983984257	0.502383676548548	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0232340818099665	0.487619773285625	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0225631348406668	0.473694895823623	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0219341815742248	0.460538903793834	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0213392934690917	0.448093978780912	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0207768708016107	0.436302894283919	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0202439662218978	0.42511580488708	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.019737714164898	0.414488062666355	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0192561738913581	0.404378730334255	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0187976526766776	0.39475070621023	-0.78950141242046	16.5795296608297
