xintercept	showSelected2
174.736772	1
69.130233	2
70.6939745	2
67.761397	3
69.130233	3
70.6939745	3
67.761397	4
69.130233	4
70.6939745	4
174.736772	4
11.3688955	5
67.761397	5
69.130233	5
70.6939745	5
174.736772	5
11.3688955	6
67.761397	6
69.130233	6
70.6939745	6
136.891047	6
138.0801935	6
11.3688955	7
67.761397	7
69.130233	7
70.6939745	7
136.891047	7
138.0801935	7
174.736772	7
11.3688955	8
67.761397	8
69.130233	8
69.8674615	8
70.6939745	8
136.891047	8
138.0801935	8
174.736772	8
0.407479	9
0.8948885	9
11.3688955	9
67.761397	9
69.130233	9
70.6939745	9
136.891047	9
138.0801935	9
174.736772	9
0.407479	10
0.8948885	10
11.3688955	10
67.761397	10
69.130233	10
69.8674615	10
70.6939745	10
136.891047	10
138.0801935	10
174.736772	10
0.407479	11
0.8948885	11
11.7768475	11
45.623346	11
47.8860285	11
67.761397	11
69.130233	11
70.6939745	11
136.891047	11
138.0801935	11
174.736772	11
0.407479	12
0.8948885	12
11.7768475	12
45.623346	12
47.8860285	12
67.761397	12
69.130233	12
69.8674615	12
70.6939745	12
136.891047	12
138.0801935	12
174.736772	12
0.407479	13
0.8948885	13
11.7768475	13
45.623346	13
47.8860285	13
67.761397	13
69.130233	13
69.8674615	13
70.6939745	13
80.0861005	13
136.891047	13
138.0801935	13
174.736772	13
0.407479	14
0.8948885	14
16.9874555	14
17.8122975	14
45.623346	14
47.8860285	14
67.761397	14
69.130233	14
69.8674615	14
70.6939745	14
80.0861005	14
136.891047	14
138.0801935	14
174.736772	14
0.407479	15
0.8948885	15
16.9874555	15
23.323172	15
23.5410475	15
45.623346	15
47.8860285	15
67.761397	15
69.130233	15
69.8674615	15
70.6939745	15
80.0861005	15
136.891047	15
138.0801935	15
174.736772	15
0.407479	16
0.8948885	16
16.9874555	16
23.323172	16
23.5410475	16
45.623346	16
47.8860285	16
67.761397	16
69.130233	16
69.8674615	16
70.6939745	16
80.0861005	16
136.891047	16
137.8255545	16
141.916977	16
174.736772	16
0.407479	17
0.8948885	17
16.9874555	17
17.8122975	17
45.623346	17
47.8860285	17
67.761397	17
69.130233	17
69.8674615	17
70.6939745	17
80.0861005	17
136.891047	17
137.8255545	17
141.916977	17
148.857706	17
150.986168	17
174.736772	17
0.407479	18
0.8948885	18
16.9874555	18
23.323172	18
23.5410475	18
45.623346	18
47.8860285	18
67.761397	18
69.130233	18
69.8674615	18
70.6939745	18
80.0861005	18
136.891047	18
137.8255545	18
141.916977	18
148.857706	18
150.986168	18
174.736772	18
0.407479	19
0.8948885	19
16.9874555	19
23.323172	19
23.5410475	19
45.623346	19
47.8860285	19
67.761397	19
69.130233	19
69.8674615	19
70.6939745	19
80.0861005	19
136.891047	19
138.0801935	19
140.7779785	19
141.916977	19
148.857706	19
150.986168	19
174.736772	19
0.407479	20
0.8948885	20
16.9874555	20
23.323172	20
23.5410475	20
45.623346	20
47.8860285	20
67.761397	20
69.130233	20
69.8674615	20
70.6939745	20
80.0861005	20
110.8466735	20
136.891047	20
138.0801935	20
140.7779785	20
141.916977	20
148.857706	20
150.986168	20
174.736772	20
0.407479	21
0.8948885	21
16.9874555	21
23.323172	21
23.5410475	21
45.623346	21
47.8860285	21
67.761397	21
69.130233	21
69.8674615	21
70.6939745	21
80.0861005	21
110.8466735	21
111.8431255	21
136.891047	21
138.0801935	21
140.7779785	21
141.916977	21
148.857706	21
150.986168	21
174.736772	21
0.407479	22
0.8948885	22
16.9874555	22
23.323172	22
23.5410475	22
45.623346	22
47.8860285	22
67.761397	22
69.130233	22
69.8674615	22
70.6939745	22
80.0861005	22
110.8466735	22
136.891047	22
138.0801935	22
140.7779785	22
141.916977	22
148.857706	22
150.986168	22
162.1543195	22
176.4076875	22
176.559904	22
0.407479	23
0.8948885	23
16.9874555	23
23.323172	23
23.5410475	23
45.623346	23
47.8860285	23
67.761397	23
69.130233	23
69.8674615	23
70.6939745	23
80.0861005	23
110.8466735	23
111.8431255	23
136.891047	23
138.0801935	23
140.7779785	23
141.916977	23
148.857706	23
150.986168	23
162.1543195	23
176.4076875	23
176.559904	23
0.407479	24
0.8948885	24
16.9874555	24
17.8122975	24
23.323172	24
23.5410475	24
45.623346	24
47.8860285	24
67.761397	24
69.130233	24
69.8674615	24
70.6939745	24
80.0861005	24
110.8466735	24
111.8431255	24
136.891047	24
138.0801935	24
140.7779785	24
141.916977	24
148.857706	24
150.986168	24
162.1543195	24
176.4076875	24
176.559904	24
0.407479	25
0.8948885	25
16.9874555	25
23.323172	25
23.5410475	25
45.623346	25
47.8860285	25
59.822963	25
60.3935515	25
67.761397	25
69.130233	25
69.8674615	25
70.6939745	25
80.0861005	25
110.8466735	25
111.8431255	25
136.891047	25
138.0801935	25
140.7779785	25
141.916977	25
148.857706	25
150.986168	25
162.1543195	25
176.4076875	25
176.559904	25
0.407479	26
0.8948885	26
16.9874555	26
17.8122975	26
23.323172	26
23.5410475	26
45.623346	26
47.8860285	26
59.822963	26
60.3935515	26
67.761397	26
69.130233	26
69.8674615	26
70.6939745	26
80.0861005	26
110.8466735	26
111.8431255	26
136.891047	26
138.0801935	26
140.7779785	26
141.916977	26
148.857706	26
150.986168	26
162.1543195	26
176.4076875	26
176.559904	26
0.407479	27
0.8948885	27
16.9874555	27
17.8122975	27
23.323172	27
23.5410475	27
45.623346	27
47.8860285	27
59.822963	27
60.3935515	27
67.761397	27
69.130233	27
69.8674615	27
70.6939745	27
80.0861005	27
110.8466735	27
127.7500785	27
131.601484	27
136.891047	27
138.0801935	27
140.7779785	27
141.916977	27
148.857706	27
150.986168	27
162.1543195	27
176.4076875	27
176.559904	27
0.407479	28
0.8948885	28
16.9874555	28
17.8122975	28
23.323172	28
23.5410475	28
45.623346	28
47.8860285	28
59.822963	28
60.3935515	28
67.761397	28
69.130233	28
69.8674615	28
70.6939745	28
80.0861005	28
110.8466735	28
127.7500785	28
131.601484	28
136.891047	28
138.0801935	28
140.7779785	28
141.916977	28
148.857706	28
150.986168	28
153.8415825	28
174.736772	28
176.4076875	28
176.559904	28
0.407479	29
0.8948885	29
3.0442995	29
3.4611395	29
16.9874555	29
17.8122975	29
23.323172	29
23.5410475	29
45.623346	29
47.8860285	29
59.822963	29
60.3935515	29
67.761397	29
69.130233	29
69.8674615	29
70.6939745	29
80.0861005	29
110.8466735	29
127.7500785	29
131.601484	29
136.891047	29
138.0801935	29
140.7779785	29
141.916977	29
148.857706	29
150.986168	29
162.1543195	29
176.4076875	29
176.559904	29
0.407479	30
0.8948885	30
3.0442995	30
3.4611395	30
16.9874555	30
17.8122975	30
23.323172	30
23.5410475	30
45.623346	30
47.8860285	30
59.822963	30
60.3935515	30
67.761397	30
69.130233	30
69.8674615	30
70.6939745	30
80.0861005	30
110.8466735	30
127.7500785	30
131.601484	30
136.891047	30
138.0801935	30
140.7779785	30
141.916977	30
148.857706	30
150.986168	30
153.8415825	30
174.736772	30
176.4076875	30
176.559904	30
0.407479	31
0.8948885	31
3.0442995	31
3.4611395	31
16.9874555	31
17.8122975	31
23.323172	31
23.5410475	31
45.623346	31
47.8860285	31
59.822963	31
60.3935515	31
67.761397	31
69.130233	31
69.8674615	31
70.6939745	31
80.0861005	31
110.8466735	31
111.8431255	31
127.7500785	31
131.601484	31
136.891047	31
138.0801935	31
140.7779785	31
141.916977	31
148.857706	31
150.986168	31
153.8415825	31
174.736772	31
176.4076875	31
176.559904	31
0.407479	32
0.8948885	32
3.0442995	32
3.4611395	32
16.9874555	32
17.8122975	32
23.323172	32
23.5410475	32
45.623346	32
47.8860285	32
59.822963	32
60.3935515	32
67.761397	32
69.130233	32
69.8674615	32
70.6939745	32
80.0861005	32
103.6835415	32
110.8466735	32
111.8431255	32
127.7500785	32
131.601484	32
136.891047	32
138.0801935	32
140.7779785	32
141.916977	32
148.857706	32
150.986168	32
153.8415825	32
174.736772	32
176.4076875	32
176.559904	32
0.407479	33
0.8948885	33
3.0442995	33
3.4611395	33
16.9874555	33
17.8122975	33
23.323172	33
23.5410475	33
45.623346	33
47.8860285	33
59.822963	33
60.3935515	33
67.761397	33
69.130233	33
69.8674615	33
70.6939745	33
89.07694	33
90.9369205	33
96.321605	33
110.8466735	33
111.8431255	33
127.7500785	33
131.601484	33
136.891047	33
138.0801935	33
140.7779785	33
141.916977	33
148.857706	33
150.986168	33
153.8415825	33
174.736772	33
176.4076875	33
176.559904	33
0.407479	34
0.8948885	34
1.982103	34
3.0442995	34
3.4611395	34
16.9874555	34
17.8122975	34
23.323172	34
23.5410475	34
45.623346	34
47.8860285	34
59.822963	34
60.3935515	34
67.761397	34
69.130233	34
69.8674615	34
70.6939745	34
89.07694	34
90.9369205	34
96.321605	34
110.8466735	34
111.8431255	34
127.7500785	34
131.601484	34
136.891047	34
138.0801935	34
140.7779785	34
141.916977	34
148.857706	34
150.986168	34
153.8415825	34
174.736772	34
176.4076875	34
176.559904	34
0.407479	35
0.8948885	35
3.0442995	35
3.4611395	35
16.9874555	35
17.8122975	35
23.323172	35
23.5410475	35
45.623346	35
47.8860285	35
59.822963	35
60.3935515	35
67.761397	35
69.130233	35
69.8674615	35
70.6939745	35
81.862775	35
82.5942655	35
89.07694	35
90.9369205	35
96.321605	35
110.8466735	35
111.8431255	35
127.7500785	35
131.601484	35
136.891047	35
138.0801935	35
140.7779785	35
141.916977	35
148.857706	35
150.986168	35
153.8415825	35
174.736772	35
176.4076875	35
176.559904	35
0.407479	36
0.8948885	36
1.982103	36
3.0442995	36
3.4611395	36
16.9874555	36
17.8122975	36
23.323172	36
