x	y	showSelected1
0	0	322.15
1.04172612982317e-06	7.29208290876221e-05	322.15
1.11638657082636e-06	7.80723995168417e-05	322.15
4.26447409910408e-06	0.000292142351439727	322.15
9.98534411402949e-06	0.000675440642439729	322.15
1.54244271115267e-05	0.00103442012027454	322.15
2.66261022545677e-05	0.00176252900457221	322.15
4.03991119532869e-05	0.00264400162529024	322.15
4.39263137990368e-05	0.00286621534157248	322.15
5.36151066172393e-05	0.00346692049630104	322.15
5.8258183100653e-05	0.00375014816178927	322.15
8.626939533515e-05	0.00540280968362459	322.15
0.000126811507837936	0.00775425220878618	322.15
0.000130984035578579	0.00799208629000283	322.15
0.00015500763074261	0.00933740761918855	322.15
0.000195911971772015	0.0115871463758059	322.15
0.000249249409570929	0.0144673680169472	322.15
0.000257593593566904	0.0149096097687339	322.15
0.000289376054752027	0.0165622977503603	322.15
0.000377556384370537	0.0210594945609043	322.15
0.000417845942187724	0.0230739724517636	322.15
0.000421196274133352	0.0232347883851538	322.15
0.000480336573627234	0.0260143824613662	322.15
0.000489917110987351	0.0264455066425715	322.15
0.000637389504011328	0.0329342919356265	322.15
0.000657370338781223	0.033793467830732	322.15
0.00066837091366373	0.0342554919757972	322.15
0.000850491791689612	0.0417224479748584	322.15
0.000878847052543257	0.0428566584090042	322.15
0.000985721575835284	0.0469178902941013	322.15
0.00121240870764074	0.0550786270390977	322.15
0.00124656295845027	0.0562057173158122	322.15
0.00130861134869893	0.0581912658037694	322.15
0.0016004750099425	0.0672390393023198	322.15
0.0018889273978943	0.0758926109408739	322.15
0.00229890787994723	0.087372064438356	322.15
0.00232453105739927	0.0880638902295611	322.15
0.00272351235538918	0.0980384226793088	322.15
0.00284238738498547	0.10089142338962	322.15
0.00389024636599561	0.123944320971843	322.15
0.00414402099430951	0.129273588166435	322.15
0.00541714514167535	0.153462946966386	322.15
0.0068809622134681	0.179811654258655	322.15
0.00719285754432365	0.1851138748832	322.15
0.00730851021107259	0.186964317551183	322.15
0.0086337196722236	0.206842459468448	322.15
0.0113020018203973	0.24419840954288	322.15
0.0121335357697982	0.25417681693569	322.15
0.0180108459962458	0.301195298747271	322.15
0.026951134569331	0.354837030185782	322.15
0.0918898893227007	0.67953080395263	322.15
0.101573275759643	0.718264349700399	322.15
0.130546734128869	0.805184724808078	322.15
0.330885005790974	1.20586126813229	322.15
0	0	357.X
0.000313938090478416	0.011301771257223	357.X
0.000854085610378919	0.0302069344537406	357.X
0.00233206684496035	0.0804582964295091	357.X
0.00234306419951613	0.08082120912985	357.X
0.00306905191003626	0.104052815866494	357.X
0.00478920405102976	0.157377532237292	357.X
0.0055260519149844	0.178746120291977	357.X
0.00676473644120956	0.213429287026282	357.X
0.0111779710966404	0.328173388067484	357.X
0.0113873717520295	0.333408404452212	357.X
0.0134190027600055	0.382167548643635	357.X
0.0136002631929786	0.386336538602016	357.X
0.0150530181155404	0.418297146898376	357.X
0.0196641912035246	0.515131781746044	357.X
0.0197539579002288	0.516837348983424	357.X
0.0261596095319305	0.632139078354055	357.X
0.0264715135966092	0.637441447453592	357.X
