xintercept	showSelected2
53.784407	1
53.784407	2
55.4894955	2
41.7354135	3
42.4987225	3
53.784407	3
30.5373505	4
41.7354135	4
42.4987225	4
53.784407	4
41.7354135	5
42.4987225	5
47.6406535	5
48.6334035	5
52.645668	5
30.5373505	6
41.7354135	6
42.4987225	6
47.6406535	6
48.6334035	6
52.645668	6
5.486965	7
6.2082935	7
41.7354135	7
42.4987225	7
47.6406535	7
48.6334035	7
52.645668	7
5.486965	8
6.2082935	8
41.7354135	8
42.4987225	8
47.6406535	8
48.6334035	8
53.784407	8
55.4894955	8
5.486965	9
6.2082935	9
41.7354135	9
42.4987225	9
47.6406535	9
48.6334035	9
49.755512	9
53.784407	9
55.4894955	9
5.486965	10
6.2082935	10
30.5373505	10
41.7354135	10
42.4987225	10
47.6406535	10
48.6334035	10
49.755512	10
53.784407	10
55.4894955	10
5.486965	11
6.2082935	11
30.5373505	11
41.7354135	11
42.4987225	11
43.569773	11
47.6406535	11
48.6334035	11
49.755512	11
53.784407	11
55.4894955	11
5.486965	12
6.2082935	12
12.98165	12
13.8204795	12
30.5373505	12
41.7354135	12
42.4987225	12
47.6406535	12
48.6334035	12
49.755512	12
53.784407	12
55.4894955	12
5.486965	13
6.2082935	13
12.98165	13
13.8204795	13
30.5373505	13
41.7354135	13
42.4987225	13
43.569773	13
47.6406535	13
48.6334035	13
49.755512	13
53.784407	13
55.4894955	13
5.486965	14
6.2082935	14
12.98165	14
13.8204795	14
30.5373505	14
41.7354135	14
42.4987225	14
46.4791745	14
47.315031	14
47.6406535	14
48.6334035	14
49.755512	14
53.784407	14
55.4894955	14
5.486965	15
6.2082935	15
12.98165	15
13.8204795	15
29.1203555	15
29.9547375	15
30.5373505	15
41.7354135	15
42.4987225	15
43.569773	15
47.6406535	15
48.6334035	15
49.755512	15
53.784407	15
55.4894955	15
5.486965	16
6.2082935	16
12.98165	16
13.8204795	16
29.1203555	16
29.9547375	16
30.5373505	16
41.7354135	16
42.4987225	16
46.4791745	16
47.315031	16
47.6406535	16
48.6334035	16
49.755512	16
53.784407	16
55.4894955	16
5.486965	17
6.2082935	17
12.98165	17
13.8204795	17
18.377498	17
18.809049	17
29.1203555	17
29.9547375	17
30.5373505	17
41.7354135	17
42.4987225	17
43.569773	17
47.6406535	17
48.6334035	17
49.755512	17
53.784407	17
55.4894955	17
5.486965	18
6.2082935	18
12.98165	18
13.8204795	18
18.377498	18
18.809049	18
29.1203555	18
29.9547375	18
30.5373505	18
41.7354135	18
42.4987225	18
46.4791745	18
47.315031	18
