colour	showSelectedlegendcolour	showSelected2	x	xend	y	yend
#00BFC4	yes	0	-0.243778376682442	5.11934591033127	1.20586126813229	1.20586126813229
#F8766D	no	1	-0.243778376682442	5.11934591033127	0.823336195189217	6.18646048220293
#00BFC4	yes	2	-0.243778376682442	5.11934591033127	0.0565345031854564	10.7827830772129
#00BFC4	yes	3	-0.243778376682442	5.11934591033127	-0.317790607625854	15.7715822534153
#00BFC4	yes	4	-0.243778376682442	4.06688960354196	-0.663142260067939	16.5795296608297
#00BFC4	yes	5	-0.201916553951917	3.27188966069811	-0.78950141242046	16.5795296608297
#00BFC4	yes	6	-0.163771939198376	2.73106657300998	-0.78950141242046	16.5795296608297
#F8766D	no	7	-0.13874643771876	2.34254371560269	-0.78950141242046	16.5795296608297
#00BFC4	yes	8	-0.118326242899721	2.05280264125655	-0.78950141242046	16.5795296608297
#F8766D	no	9	-0.104379676183716	1.82551266528852	-0.78950141242046	16.5795296608297
#F8766D	no	10	-0.092400593955697	1.64450251336932	-0.78950141242046	16.5795296608297
#F8766D	no	11	-0.0832457833385864	1.49575704150233	-0.78950141242046	16.5795296608297
#00BFC4	yes	12	-0.074839650009881	1.3725796060943	-0.78950141242046	16.5795296608297
#F8766D	no	13	-0.068418621572796	1.26766069175414	-0.78950141242046	16.5795296608297
#00BFC4	yes	14	-0.0625336997484127	1.17811137691231	-0.78950141242046	16.5795296608297
#00BFC4	yes	15	-0.0577892051203703	1.10014619976297	-0.78950141242046	16.5795296608297
#00BFC4	yes	16	-0.0537205979121551	1.03184384416598	-0.78950141242046	16.5795296608297
#00BFC4	yes	17	-0.0501374534735387	0.971570256717645	-0.78950141242046	16.5795296608297
#00BFC4	yes	18	-0.0469697637131494	0.917976407022969	-0.78950141242046	16.5795296608297
#00BFC4	yes	19	-0.0442125579839481	0.869946972187111	-0.78950141242046	16.5795296608297
#F8766D	no	20	-0.0418001422725347	0.826651411389972	-0.78950141242046	16.5795296608297
#00BFC4	yes	21	-0.0396071695098283	0.787489548263987	-0.78950141242046	16.5795296608297
#00BFC4	yes	22	-0.0376300142427454	0.751871398177715	-0.78950141242046	16.5795296608297
#F8766D	no	23	-0.0358939741504545	0.719281289903899	-0.78950141242046	16.5795296608297
#00BFC4	yes	24	-0.0342573141071012	0.689452313944987	-0.78950141242046	16.5795296608297
#00BFC4	yes	25	-0.0327780810486016	0.661983161881403	-0.78950141242046	16.5795296608297
#F8766D	no	26	-0.0314289660898112	0.636610690573655	-0.78950141242046	16.5795296608297
#00BFC4	yes	27	-0.0301778875592682	0.613119559598144	-0.78950141242046	16.5795296608297
#00BFC4	yes	28	-0.0290180020078676	0.591304536322494	-0.78950141242046	16.5795296608297
#F8766D	no	29	-0.0279621924555294	0.570969913518613	-0.78950141242046	16.5795296608297
#00BFC4	yes	30	-0.0269575400474835	0.552010162394187	-0.78950141242046	16.5795296608297
#00BFC4	yes	31	-0.0260363137553085	0.534255011188244	-0.78950141242046	16.5795296608297
#00BFC4	yes	32	-0.0251817848458082	0.517600436193258	-0.78950141242046	16.5795296608297
#00BFC4	yes	33	-0.0243809258214368	0.501953349125537	-0.78950141242046	16.5795296608297
#F8766D	no	34	-0.02363201471446	0.487221840381132	-0.78950141242046	16.5795296608297
#F8766D	no	35	-0.0229194253983698	0.47333860526592	-0.78950141242046	16.5795296608297
#00BFC4	yes	36	-0.0222481479440136	0.460224937424045	-0.78950141242046	16.5795296608297
#F8766D	no	37	-0.0216238603835892	0.447809411866414	-0.78950141242046	16.5795296608297
#00BFC4	yes	38	-0.0210253127061269	0.436054452379403	-0.78950141242046	16.5795296608297
#F8766D	no	39	-0.0204643946420803	0.424895376466897	-0.78950141242046	16.5795296608297
#00BFC4	yes	40	-0.0199301047181934	0.41429567211306	-0.78950141242046	16.5795296608297
#00BFC4	yes	41	-0.0194232609008791	0.404211643324734	-0.78950141242046	16.5795296608297
#00BFC4	yes	42	-0.0189448887148186	0.394603470172089	-0.78950141242046	16.5795296608297
#00BFC4	yes	43	-0.0184890222252	0.385441932966663	-0.78950141242046	16.5795296608297
#00BFC4	yes	44	-0.0180543310495361	0.376696375160694	-0.78950141242046	16.5795296608297
#00BFC4	yes	45	-0.0176422366459689	0.368336231648478	-0.78950141242046	16.5795296608297
#F8766D	no	46	-0.0172484759354855	0.360339156091691	-0.78950141242046	16.5795296608297
#00BFC4	yes	47	-0.0168710633174755	0.352682789304868	-0.78950141242046	16.5795296608297
#00BFC4	yes	48	-0.0165108079093169	0.345344006116727	-0.78950141242046	16.5795296608297
#F8766D	no	49	-0.0161653935517749	0.338304628351289	-0.78950141242046	16.5795296608297
#00BFC4	yes	50	-0.0158336617552568	0.331546959709746	-0.78950141242046	16.5795296608297
#00BFC4	yes	51	-0.0155157947329111	0.325053441997484	-0.78950141242046	16.5795296608297
#00BFC4	yes	52	-0.0152118491408407	0.318807979190893	-0.78950141242046	16.5795296608297
#00BFC4	yes	53	-0.014919972862833	0.312797594556981	-0.78950141242046	16.5795296608297
#00BFC4	yes	54	-0.0146390613392699	0.307009662239436	-0.78950141242046	16.5795296608297
#00BFC4	yes	55	-0.0143693345517965	0.301431230416388	-0.78950141242046	16.5795296608297
#00BFC4	yes	56	-0.0141099712985368	0.296051297866644	-0.78950141242046	16.5795296608297
#00BFC4	yes	57	-0.0138601299768857	0.290859713413467	-0.78950141242046	16.5795296608297
#00BFC4	yes	58	-0.013618975813356	0.285847077173715	-0.78950141242046	16.5795296608297
#00BFC4	yes	59	-0.0133866835216832	0.281003673652048	-0.78950141242046	16.5795296608297
#F8766D	no	60	-0.0131626785445449	0.276321172676291	-0.78950141242046	16.5795296608297
#00BFC4	yes	61	-0.0129458657608706	0.271792348554705	-0.78950141242046	16.5795296608297
#00BFC4	yes	62	-0.0127361967146208	0.267409465757155	-0.78950141242046	16.5795296608297
#00BFC4	yes	63	-0.0125333376189316	0.263165568305674	-0.78950141242046	16.5795296608297
#00BFC4	yes	64	-0.0123368729825116	0.259054237537022	-0.78950141242046	16.5795296608297
#00BFC4	yes	65	-0.0121466653042844	0.255069197361102	-0.78950141242046	16.5795296608297
#00BFC4	yes	66	-0.0119623912174451	0.251204746256042	-0.78950141242046	16.5795296608297
#00BFC4	yes	67	-0.0117836990299591	0.247455570720043	-0.78950141242046	16.5795296608297
#00BFC4	yes	68	-0.0116103466254877	0.243816580922308	-0.78950141242046	16.5795296608297
#00BFC4	yes	69	-0.0114420645528491	0.240283023465269	-0.78950141242046	16.5795296608297
#00BFC4	yes	70	-0.0112785916060066	0.236850423726138	-0.78950141242046	16.5795296608297
#F8766D	no	71	-0.0111197382031051	0.233514502265207	-0.78950141242046	16.5795296608297
