xintercept	showSelected2
57.6643945	1
50.8487855	2
52.2257025	2
50.8487855	3
52.2257025	3
57.6643945	3
48.6334035	4
49.755512	4
50.8487855	4
52.2257025	4
48.6334035	5
49.755512	5
50.8487855	5
52.2257025	5
57.6643945	5
20.966162	6
22.561845	6
48.6334035	6
49.755512	6
50.8487855	6
52.2257025	6
20.966162	7
22.561845	7
48.6334035	7
49.755512	7
50.8487855	7
52.2257025	7
57.6643945	7
20.966162	8
22.561845	8
26.2032805	8
48.6334035	8
49.755512	8
50.8487855	8
52.2257025	8
57.6643945	8
20.966162	9
22.561845	9
26.2032805	9
28.2222325	9
48.6334035	9
49.755512	9
50.8487855	9
52.2257025	9
57.6643945	9
8.8467075	10
20.966162	10
22.561845	10
26.2032805	10
28.2222325	10
48.6334035	10
49.755512	10
50.8487855	10
52.2257025	10
57.6643945	10
1.048113	11
2.6379135	11
20.966162	11
22.561845	11
26.2032805	11
28.2222325	11
48.6334035	11
49.755512	11
50.8487855	11
52.2257025	11
57.6643945	11
1.048113	12
2.6379135	12
8.8467075	12
20.966162	12
22.561845	12
26.2032805	12
28.2222325	12
48.6334035	12
49.755512	12
50.8487855	12
52.2257025	12
57.6643945	12
1.048113	13
2.6379135	13
4.1631715	13
8.8467075	13
20.966162	13
22.561845	13
26.2032805	13
28.2222325	13
48.6334035	13
49.755512	13
50.8487855	13
52.2257025	13
57.6643945	13
1.048113	14
2.6379135	14
20.966162	14
22.561845	14
26.2032805	14
28.2222325	14
29.6819665	14
30.3556815	14
33.5669625	14
48.6334035	14
49.755512	14
50.8487855	14
52.2257025	14
57.6643945	14
1.048113	15
2.6379135	15
4.1631715	15
8.8467075	15
20.966162	15
22.561845	15
26.2032805	15
28.2222325	15
30.3556815	15
33.5669625	15
48.6334035	15
49.755512	15
50.8487855	15
52.2257025	15
57.6643945	15
1.048113	16
2.6379135	16
4.1631715	16
8.8467075	16
20.966162	16
22.561845	16
26.2032805	16
28.2222325	16
29.6819665	16
30.3556815	16
33.5669625	16
48.6334035	16
49.755512	16
50.8487855	16
52.2257025	16
57.6643945	16
1.048113	17
2.6379135	17
4.1631715	17
8.8467075	17
20.966162	17
22.561845	17
26.2032805	17
28.2222325	17
30.3556815	17
33.5669625	17
44.2151295	17
46.2141475	17
48.6334035	17
49.755512	17
50.8487855	17
52.2257025	17
57.6643945	17
1.048113	18
2.6379135	18
4.1631715	18
8.8467075	18
20.966162	18
22.561845	18
26.2032805	18
28.2222325	18
29.6819665	18
30.3556815	18
33.5669625	18
44.2151295	18
46.2141475	18
48.6334035	18
49.755512	18
50.8487855	18
52.2257025	18
57.6643945	18
1.048113	19
2.6379135	19
4.1631715	19
8.8467075	19
20.966162	19
22.561845	19
26.2032805	19
28.2222325	19
29.6819665	19
30.3556815	19
33.5669625	19
42.445692	19
44.2151295	19
46.2141475	19
48.6334035	19
49.755512	19
50.8487855	19
52.2257025	19
57.6643945	19
1.048113	20
2.6379135	20
4.1631715	20
8.8467075	20
18.731671	20
20.966162	20
22.561845	20
26.2032805	20
28.2222325	20
29.6819665	20
30.3556815	20
33.5669625	20
42.445692	20
44.2151295	20
46.2141475	20
48.6334035	20
49.755512	20
50.8487855	20
52.2257025	20
57.6643945	20
1.048113	21
2.6379135	21
4.1631715	21
8.8467075	21
18.731671	21
20.966162	21
22.561845	21
24.0075535	21
26.2032805	21
28.2222325	21
29.6819665	21
30.3556815	21
33.5669625	21
42.445692	21
44.2151295	21
46.2141475	21
48.6334035	21
49.755512	21
50.8487855	21
52.2257025	21
57.6643945	21
1.048113	22
2.6379135	22
4.1631715	22
8.8467075	22
18.731671	22
20.966162	22
22.561845	22
24.0075535	22
26.2032805	22
28.2222325	22
29.6819665	22
30.3556815	22
33.5669625	22
37.6135825	22
42.445692	22
44.2151295	22
46.2141475	22
48.6334035	22
49.755512	22
50.8487855	22
52.2257025	22
57.6643945	22
1.048113	23
2.6379135	23
4.1631715	23
8.8467075	23
18.731671	23
20.966162	23
22.561845	23
24.0075535	23
26.2032805	23
28.2222325	23
29.6819665	23
30.3556815	23
33.5669625	23
37.6135825	23
42.445692	23
44.2151295	23
46.2141475	23
48.6334035	23
49.755512	23
50.1650605	23
50.8487855	23
52.2257025	23
57.6643945	23
1.048113	24
2.6379135	24
4.1631715	24
8.8467075	24
18.731671	24
20.966162	24
22.561845	24
24.0075535	24
26.2032805	24
28.2222325	24
29.6819665	24
30.3556815	24
33.5669625	24
37.6135825	24
42.445692	24
44.2151295	24
46.2141475	24
47.6406455	24
48.6334035	24
49.755512	24
50.1650605	24
50.8487855	24
52.2257025	24
57.6643945	24
1.048113	25
2.6379135	25
4.1631715	25
8.8467075	25
18.731671	25
20.966162	25
22.561845	25
24.0075535	25
26.2032805	25
28.2222325	25
29.6819665	25
30.3556815	25
33.5669625	25
37.6135825	25
39.025696	25
39.9802525	25
42.445692	25
44.2151295	25
46.2141475	25
48.6334035	25
49.755512	25
50.1650605	25
50.8487855	25
52.2257025	25
57.6643945	25
1.048113	26
2.6379135	26
4.1631715	26
8.8467075	26
18.731671	26
20.966162	26
22.561845	26
24.0075535	26
26.2032805	26
28.2222325	26
29.6819665	26
30.3556815	26
33.5669625	26
37.6135825	26
39.025696	26
39.9802525	26
42.445692	26
44.2151295	26
46.2141475	26
47.6406455	26
48.6334035	26
49.755512	26
50.1650605	26
50.8487855	26
52.2257025	26
57.6643945	26
1.048113	27
2.6379135	27
4.1631715	27
8.8467075	27
10.6438085	27
18.731671	27
20.966162	27
22.561845	27
24.0075535	27
26.2032805	27
28.2222325	27
29.6819665	27
30.3556815	27
33.5669625	27
37.6135825	27
39.025696	27
39.9802525	27
42.445692	27
44.2151295	27
46.2141475	27
47.6406455	27
48.6334035	27
49.755512	27
50.1650605	27
50.8487855	27
52.2257025	27
57.6643945	27
1.048113	28
2.6379135	28
4.1631715	28
8.8467075	28
10.6438085	28
11.9642325	28
18.731671	28
20.966162	28
22.561845	28
24.0075535	28
26.2032805	28
28.2222325	28
29.6819665	28
30.3556815	28
33.5669625	28
37.6135825	28
39.025696	28
39.9802525	28
42.445692	28
44.2151295	28
46.2141475	28
47.6406455	28
48.6334035	28
49.755512	28
50.1650605	28
50.8487855	28
52.2257025	28
57.6643945	28
1.048113	29
2.6379135	29
4.1631715	29
8.8467075	29
10.6438085	29
11.9642325	29
18.731671	29
19.7660515	29
20.966162	29
22.561845	29
24.0075535	29
26.2032805	29
28.2222325	29
29.6819665	29
30.3556815	29
33.5669625	29
37.6135825	29
39.025696	29
39.9802525	29
42.445692	29
44.2151295	29
46.2141475	29
47.6406455	29
48.6334035	29
49.755512	29
50.1650605	29
50.8487855	29
52.2257025	29
57.6643945	29
1.048113	30
2.6379135	30
4.1631715	30
7.082188	30
8.8467075	30
10.6438085	30
11.9642325	30
18.731671	30
19.7660515	30
20.966162	30
22.561845	30
24.0075535	30
26.2032805	30
28.2222325	30
29.6819665	30
30.3556815	30
33.5669625	30
37.6135825	30
39.025696	30
39.9802525	30
42.445692	30
44.2151295	30
46.2141475	30
47.6406455	30
48.6334035	30
49.755512	30
50.1650605	30
50.8487855	30
52.2257025	30
57.6643945	30
1.048113	31
2.6379135	31
4.1631715	31
7.082188	31
8.8467075	31
10.6438085	31
11.9642325	31
18.731671	31
19.7660515	31
20.966162	31
22.561845	31
24.0075535	31
26.2032805	31
28.2222325	31
29.6819665	31
30.3556815	31
31.962802	31
33.5669625	31
37.6135825	31
39.025696	31
39.9802525	31
42.445692	31
44.2151295	31
46.2141475	31
47.6406455	31
48.6334035	31
49.755512	31
50.1650605	31
50.8487855	31
52.2257025	31
57.6643945	31
1.048113	32
2.6379135	32
4.1631715	32
7.082188	32
8.8467075	32
10.6438085	32
11.9642325	32
16.3719365	32
18.731671	32
19.7660515	32
20.966162	32
22.561845	32
24.0075535	32
26.2032805	32
28.2222325	32
29.6819665	32
30.3556815	32
31.962802	32
33.5669625	32
37.6135825	32
39.025696	32
39.9802525	32
42.445692	32
44.2151295	32
46.2141475	32
47.6406455	32
48.6334035	32
49.755512	32
50.1650605	32
50.8487855	32
52.2257025	32
57.6643945	32
1.048113	33
2.6379135	33
4.1631715	33
7.082188	33
8.8467075	33
10.6438085	33
11.9642325	33
16.3719365	33
18.731671	33
19.7660515	33
20.966162	33
22.561845	33
24.0075535	33
26.2032805	33
28.2222325	33
29.6819665	33
30.3556815	33
31.962802	33
33.5669625	33
37.6135825	33
39.025696	33
39.9802525	33
42.445692	33
44.2151295	33
46.2141475	33
47.315031	33
47.6406455	33
48.6334035	33
49.755512	33
50.1650605	33
50.8487855	33
52.2257025	33
57.6643945	33
1.048113	34
2.6379135	34
4.1631715	34
7.082188	34
8.8467075	34
10.6438085	34
11.9642325	34
16.3719365	34
18.731671	34
19.7660515	34
20.966162	34
22.561845	34
24.0075535	34
26.2032805	34
28.2222325	34
29.6819665	34
30.3556815	34
31.962802	34
33.5669625	34
35.3094555	34
37.6135825	34
39.025696	34
39.9802525	34
42.445692	34
44.2151295	34
46.2141475	34
47.315031	34
47.6406455	34
48.6334035	34
49.755512	34
50.1650605	34
50.8487855	34
52.2257025	34
57.6643945	34
1.048113	35
2.6379135	35
4.1631715	35
7.082188	35
8.8467075	35
10.6438085	35
11.9642325	35
16.3719365	35
18.731671	35
19.7660515	35
20.966162	35
22.561845	35
24.0075535	35
26.2032805	35
28.2222325	35
29.6819665	35
30.3556815	35
31.962802	35
33.5669625	35
35.3094555	35
37.6135825	35
39.025696	35
39.9802525	35
42.445692	35
44.2151295	35
46.2141475	35
47.315031	35
47.6406455	35
48.6334035	35
49.755512	35
50.1650605	35
50.8487855	35
52.2257025	35
55.4894955	35
57.6643945	35
1.048113	36
2.6379135	36
4.1631715	36
7.082188	36
8.8467075	36
9.976486	36
10.6438085	36
11.9642325	36
16.3719365	36
18.731671	36
19.7660515	36
20.966162	36
22.561845	36
24.0075535	36
26.2032805	36
28.2222325	36
29.6819665	36
30.3556815	36
31.962802	36
33.5669625	36
35.3094555	36
37.6135825	36
39.025696	36
39.9802525	36
42.445692	36
44.2151295	36
46.2141475	36
47.315031	36
47.6406455	36
48.6334035	36
49.755512	36
50.1650605	36
50.8487855	36
52.2257025	36
55.4894955	36
57.6643945	36
1.048113	37
2.6379135	37
4.1631715	37
7.082188	37
8.8467075	37
9.976486	37
10.6438085	37
11.9642325	37
16.3719365	37
18.731671	37
19.7660515	37
20.966162	37
22.561845	37
24.0075535	37
26.2032805	37
28.2222325	37
29.6819665	37
30.3556815	37
31.962802	37
33.5669625	37
35.3094555	37
37.6135825	37
39.025696	37
39.9802525	37
41.1731805	37
42.445692	37
44.2151295	37
46.2141475	37
47.315031	37
47.6406455	37
48.6334035	37
49.755512	37
50.1650605	37
50.8487855	37
52.2257025	37
55.4894955	37
57.6643945	37
1.048113	38
2.6379135	38
4.1631715	38
7.082188	38
8.8467075	38
9.976486	38
10.6438085	38
11.9642325	38
16.3719365	38
18.731671	38
19.7660515	38
20.966162	38
22.561845	38
24.0075535	38
26.2032805	38
28.2222325	38
29.1203555	38
29.6819665	38
30.3556815	38
31.962802	38
33.5669625	38
35.3094555	38
37.6135825	38
39.025696	38
39.9802525	38
41.1731805	38
42.445692	38
44.2151295	38
46.2141475	38
47.315031	38
47.6406455	38
48.6334035	38
49.755512	38
50.1650605	38
50.8487855	38
52.2257025	38
55.4894955	38
57.6643945	38
1.048113	39
2.6379135	39
4.1631715	39
7.082188	39
8.8467075	39
9.976486	39
10.6438085	39
11.9642325	39
13.6049235	39
16.3719365	39
18.731671	39
19.7660515	39
20.966162	39
22.561845	39
24.0075535	39
26.2032805	39
28.2222325	39
29.1203555	39
29.6819665	39
30.3556815	39
31.962802	39
33.5669625	39
35.3094555	39
37.6135825	39
39.025696	39
39.9802525	39
41.1731805	39
42.445692	39
44.2151295	39
46.2141475	39
47.315031	39
47.6406455	39
48.6334035	39
49.755512	39
50.1650605	39
50.8487855	39
52.2257025	39
55.4894955	39
57.6643945	39
1.048113	40
2.6379135	40
4.1631715	40
7.082188	40
8.8467075	40
9.976486	40
10.6438085	40
11.9642325	40
13.6049235	40
16.3719365	40
18.731671	40
19.7660515	40
20.966162	40
22.561845	40
24.0075535	40
26.2032805	40
28.2222325	40
28.5713075	40
29.1203555	40
29.6819665	40
30.3556815	40
31.962802	40
33.5669625	40
35.3094555	40
37.6135825	40
39.025696	40
39.9802525	40
41.1731805	40
42.445692	40
44.2151295	40
46.2141475	40
47.315031	40
47.6406455	40
48.6334035	40
49.755512	40
50.1650605	40
50.8487855	40
52.2257025	40
55.4894955	40
57.6643945	40
1.048113	41
2.6379135	41
4.1631715	41
5.5773585	41
7.082188	41
8.8467075	41
9.976486	41
10.6438085	41
11.9642325	41
13.6049235	41
16.3719365	41
